,Unnamed: 0,surface_x,surface_y,bh_x,bh_y,standardized_operator_name,gross_perforated_length,number_of_stages,total_proppant,total_fluid,true_vertical_depth,ffs_frac_type,proppant_intensity,frac_fluid_intensity,average_stage_length,average_proppant_per_stage,average_frac_fluid_per_stage,proppant_to_frac_fluid_ratio,frac_fluid_to_proppant_ratio,bin_lateral_length,pad_id,relative_well_position,batch_frac_classification,well_family_relationship,frac_type,frac_seasoning,horizontal_midpoint_x,horizontal_midpoint_y,horizontal_toe_x,horizontal_toe_y,OilPeakRate
1569,1569,1043697.579,619047.1145,1048281.769,618386.5113,1349,4279.527559,14.0,336194.7143,1111010.279,7019.685039,Crosslink Only,78.55883848,259.6104976,305.6805399,24013.90816,79357.87707999999,0.302602704,3.304663137,1.0,102016,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,11.0,1046240.307,618486.1136,1048220.454,618058.8158,374.8171215
1579,1579,1259725.503,672781.3257,1260457.756,677585.0403,1343,3996.062992,10.0,198571.4286,1410860.04,8358.267717,Slickwater Crosslink Hybrid,49.69176636,353.0625124,399.6062992,19857.14286,141086.00400000002,0.1407449519999999,7.10505056,1.0,116940,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,12.0,1260391.097,675464.6038,1260802.916,677518.0107,108.0595405
1598,1598,1317751.3590000002,701268.9116,1317083.478,696764.7173,1018,3877.952756,14.0,163854.2857,1018582.658,5238.188976,Slickwater Linear Hybrid,42.25278028,262.6598934,276.9966254,11703.87755,72755.90412,0.160864987,6.21639314,1.0,106740,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,98.0,1317177.752,698663.0151,1316743.237,696760.2074,201.107174
1612,1612,1027247.479,619872.7325,1022540.365,620415.9237,1213,3955.708661,14.0,452257.2143,1898688.294,7261.811024,Crosslink Only,114.33026370000002,479.9868889,282.5506187,32304.086730000003,135620.5924,0.238194556,4.198248771,1.0,107976,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,38.0,1024526.294,620415.0946,1022590.984,620753.2219,416.6429216
1620,1620,1256856.896,700049.8578,1256390.271,694864.9498,1213,4318.897638,14.0,419059.8571,1788018.2769999998,8748.031496,Undefined,97.02935617,413.9987623,308.4926884,29932.84694,127715.5912,0.234371126,4.266737189,1.0,115797,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,48.0,1256366.981,697057.3737,1256018.098,694914.6316,246.363927
1632,1632,1037987.906,727128.9545,1045413.909,726038.8923,1316,6999.015748000001,20.0,391809.3571,2950008.064,9910.433071,Slickwater Linear Hybrid,55.9806366,421.4889879,349.9507874,19590.46786,147500.4032,0.132816368,7.529192476,1.5,109196,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,81.0,1042028.218,726262.7597,1045315.664,725507.3514,227.5500352
1634,1634,1018943.909,674199.7771,1014197.84,675322.3501,1213,4115.15748,14.0,672618.9286,2795590.028,7997.047243999999,Undefined,163.4491345,679.3397437000001,293.93982,48044.20918,199685.002,0.240599989,4.156276175,1.0,100056,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,13.0,1016115.317,674985.8514,1014204.84,675510.4485,326.4048124
1649,1649,1020490.134,682455.5518,1025170.566,681904.5815,1343,4092.519685,30.0,388375.0,1782500.2759999998,10518.70079,Slickwater Only,94.8987494,435.550813,136.41732280000002,12945.83333,59416.67586,0.217882154,4.589637015,1.0,101089,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,12.0,1023119.731,681889.2574,1025118.123,681570.142,163.0821681
1660,1660,995991.5757,639008.8866,1002762.081,637831.4238,1349,6634.84252,22.0,528505.0714,1530641.475,7312.007874,Slickwater Crosslink Hybrid,79.65600839,230.6974838,301.5837509,24022.95779,69574.6125,0.345283386,2.896171783,1.5,111751,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,18.0,999557.1922,637950.8014,1002633.781,637227.5996,649.4095053
1661,1661,1018651.041,673483.9872,1014037.931,674146.1725,1213,4033.464567,14.0,452617.5714,1930711.299,7993.110235999999,Undefined,112.2155814,478.6731771000001,288.1046119,32329.82653,137907.9499,0.234430477,4.265656971,1.0,114841,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,24.0,1015919.198,673803.5939,1013977.072,674262.4346,197.8571735
1662,1662,995903.2333,637809.6485,1002596.228,636499.3623,1349,6674.212598,30.0,918315.7143,2769044.059,7248.031496,Slickwater Crosslink Hybrid,137.5916186,414.8870026,222.47375330000003,30610.52381,92301.46865,0.331636368,3.015350839,1.5,115588,Inner Well,Non-Batch Frac,Infill Child Well,Primary Frac,11.0,999731.3999,636636.4815,1002483.448,636021.9522,668.3268891
1663,1663,1074344.879,762084.5087,1082413.623,760861.2289,1316,7382.874016,13.0,293324.5714,793539.968,10187.00787,Crosslink Only,39.73040456,107.4838832,567.9133857999999,22563.42857,61041.53599999999,0.369640577,2.7053307,1.5,112911,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,71.0,1078762.48,761123.6582,1082300.486,760281.6170000001,198.4359513
1668,1668,1045329.28,706656.5431,1050043.653,706084.3328,1213,4103.346457,11.0,217225.5,961135.2202,6843.503937,Undefined,52.93862029,234.2320421,373.0314961,19747.77273,87375.92911,0.226009302,4.424596653,1.0,101926,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,54.0,1048005.748,706132.2009,1049991.982,705746.0273,137.1547831
1669,1669,1069528.354,764869.2133,1064685.912,764636.4242,1030,3628.937008,16.0,374537.7143,1873915.23,10238.18898,Slickwater Linear Hybrid,103.2086568,516.3813057,226.808563,23408.60714,117119.7019,0.199869081,5.003275128,1.0,103625,Inner Well,Batch-Sequential Frac,Sibling Well,Primary Frac,123.0,1066752.508,764579.9353,1064681.218,764984.6396,223.6207489
1671,1671,1017413.195,663941.6821,1007480.411,665413.7809,1213,9352.362205,32.0,1026057.0,4474618.193,8985.23622,Undefined,109.7109989,478.4479145,292.2613189,32064.28125,139831.8185,0.229306045,4.360984032,2.0,107724,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,38.0,1012236.27,665103.4889,1007615.832,666125.949,253.64646780000004
1672,1672,1021561.373,671571.0899,1013830.057,672839.0801,1213,7127.952756000001,25.0,775822.9286,3447169.5330000003,9072.834646,Undefined,108.8423219,483.61284810000006,285.1181102,31032.91714,137886.7813,0.225060857,4.443242661,1.5,109612,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,19.0,1017470.164,672545.3142,1013940.529,673390.7915,204.5000316
1674,1674,1027499.798,622057.9715,1022839.951,622754.3569,1213,3950.787402,14.0,447614.7143,1806462.911,7295.275591,Crosslink Only,113.29759579999998,457.241235,282.1991001,31972.47959,129033.065,0.247785167,4.035754082,1.0,104894,Standalone Well,Batch-Sequential Frac,Standalone Well,Primary Frac,11.0,1024802.195,622781.9636,1022938.789,623107.3407,229.678607
1675,1675,1027829.814,624063.3759,1023066.323,624336.6752,1213,4314.96063,15.0,481962.2143,2089928.8,7369.094488,Crosslink Only,111.6956227,484.3448131,287.664042,32130.81429,139328.5866,0.2306117869999999,4.336291804,1.0,105797,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,34.0,1025137.455,624326.9443,1023105.276,624706.4292,257.1309922
1677,1677,1028204.572,626516.0129999999,1023467.579,627186.348,1213,4083.661417,14.0,458681.3571,1995594.309,7394.685039,Crosslink Only,112.3211036,488.6777098,291.6901012,32762.95408,142542.4506,0.229846996,4.350720337,1.0,107434,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,7.0,1025490.415,627060.1254,1023527.441,627526.5784,358.6429126
1678,1678,1319665.46,696563.2965,1318871.094,691099.9204,1018,4189.96063,16.0,203461.0,1398472.216,5145.669290999999,Slickwater Only,48.55916749,333.7673883,261.8725394,12716.3125,87404.51353,0.145488053,6.873416607999999,1.0,111267,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,197.0,1318979.476,693491.2209,1318469.743,691175.0786,272.5171057
1680,1680,1319725.925,696523.5416,1318906.683,691091.6926,1018,4230.314961,16.0,206465.4286,1375904.2130000002,5610.236220000001,Slickwater Only,48.80615994,325.248646,264.394685,12904.08929,85994.01331000001,0.150057996,6.664090073,1.0,111267,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,186.0,1319064.121,693508.5487,1318520.405,691165.8405,183.748838
1685,1685,995616.17,636347.2561,1002430.885,635326.8789,1349,6489.173228000001,23.0,586098.0714,3072434.095,9532.480315,Slickwater Linear Hybrid,90.31937518,473.4708084,282.1379664,25482.52484,133584.0911,0.190760177,5.242184277,1.5,105153,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,23.0,999396.8029,635488.9216,1002340.071,634839.5792,293.3929025
1687,1687,1053458.074,724697.2596,1045550.311,726169.4589,1316,7353.346457,21.0,418057.2143,2891954.65,9992.125984,Linear Only,56.85264753,393.2841553,350.1593551,19907.48639,137712.1262,0.144558703,6.917604937999999,1.5,106043,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,53.0,1049306.489,725796.1683,1045679.901,726735.0241,229.6765832
1690,1690,997362.6334,648768.9666,1003744.165,647309.5408,1349,6662.401575,22.0,527257.3571,1590419.449,7577.755906,Crosslink Only,79.13923399,238.7156389,302.8364352,23966.24351,72291.79311,0.331520944,3.0164006760000004,1.5,103104,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,23.0,1000957.829,647225.1944,1003879.854,646516.9406,310.5794528
1696,1696,995610.5427,636307.3467,1002393.411,635269.5557,1349,6611.220472,22.0,520867.4286,1528036.736,7280.511811,Crosslink Only,78.7853666,231.12778390000005,300.5100215,23675.79221,69456.21529,0.34087363,2.93363849,1.5,105153,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,19.0,999275.7954,635471.8934,1002330.175,634780.6656,475.8906688999999
1697,1697,996172.0462,639741.1303,1002885.774,638656.0491,1349,6616.141732,30.0,921550.5,2709198.919,7372.047243999999,Slickwater Crosslink Hybrid,139.2882041,409.4832047,220.5380577,30718.35,90306.63064,0.340156086,2.939826867,1.5,107669,Inner Well,Batch-Concurrent Frac,Infill Child Well,Primary Frac,22.0,999655.5729,638865.1757,1002787.745,638175.7507,533.6244872999999
1698,1698,996174.6452,639759.5497,1003011.539,639599.3376,1349,6621.062992,23.0,705046.2143,2107922.826,7347.440945,Slickwater Crosslink Hybrid,106.4853506,318.3662244,287.872304,30654.18323,91648.81853,0.334474396,2.98976547,1.5,107669,Outer Well,Batch-Concurrent Frac,Sibling Well,Primary Frac,25.0,999907.0114,639798.1991,1002979.912,639107.8579,514.7440081999999
1702,1702,1061038.741,665515.7642,1065690.587,664917.1075,1249,4015.748031,13.0,276668.5714,940865.6456,8112.204723999999,Slickwater Crosslink Hybrid,68.89589916,234.2939941,308.9036947,21282.1978,72374.28043,0.29405747,3.400695788,1.0,115291,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,14.0,1063554.311,664988.2728,1065639.605,664592.0415,162.7623268
1726,1726,1037236.331,615713.0469,1032656.717,616431.8604,1349,4510.826771999999,15.0,355644.2857,1369597.5569999998,7062.992126,Crosslink Only,78.84237274,303.6245076,300.7217848,23709.61905,91306.50381,0.259670648,3.851032091,1.0,114673,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,33.0,1034722.307,616296.9567,1032720.831,616759.2251,237.4206717
1744,1744,1207034.507,663274.1444,1212208.739,663211.3388,1213,4380.905511999999,14.0,444399.0,1953737.66,8298.228346,Undefined,101.4399874,445.9666282,312.92182230000003,31742.785710000004,139552.69,0.227460938,4.396359262,1.0,105185,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,33.0,1209964.072,663208.9921,1212219.132,662830.8382,148.4309754
1750,1750,1134981.862,551190.6402,1130552.642,551834.6988,1343,3847.440945,20.0,188464.2857,868000.1343,7513.779528,Slickwater Only,48.98432189,225.6045373,192.3720472,9423.214286,43400.00672,0.21712472,4.6056478610000005,1.0,113437,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,19.0,1132551.7240000002,551683.0746,1130610.631,552150.8745,36.05952939
1762,1762,1086428.178,735753.5793,1093615.754,735478.897,1316,6211.614173,11.0,226290.0,921200.5711,9682.086614,Crosslink Only,36.43014419,148.30292830000002,564.6921976,20571.81818,83745.50647000001,0.24564683,4.07088502,1.5,102992,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,20.0,1090509.31,735316.1390000001,1093574.938,734960.2282,58.71024718
1769,1769,1003586.896,692463.9811,1010522.859,691521.3223,1213,6333.661417,17.0,241845.4286,1164329.18,6276.574803,Crosslink Only,38.18414226,183.8319265,372.5683187,14226.201680000002,68489.95177999999,0.207712246,4.814352651,1.5,104297,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,43.0,1007450.453,691847.6565,1010482.199,691271.9028,127.3452578
1770,1770,1086388.566,735759.2952,1079551.592,737214.785,1316,6201.771654,11.0,270331.7143,985047.2953,9702.755906,Crosslink Only,43.58943370000001,158.83320930000002,563.7974230000001,24575.61039,89549.75412,0.274435264,3.64384659,1.5,102992,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,20.0,1082466.594,736832.2169,1079675.156,737702.2683,111.6756125
1771,1771,1006947.338,626233.2287,1011875.759,625905.6585,1213,4291.338583,12.0,238564.3571,1038389.446,5505.905511999999,Undefined,55.59206121,241.9733205,357.6115486,19880.3631,86532.45387,0.22974459,4.35265963,1.0,109058,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,76.0,1009706.775,625932.3333,1011839.778,625552.253,51.37143652
1776,1776,1252743.879,718416.9031,1257444.131,717709.7506,1213,4181.102362,15.0,458405.2143,2300621.07,8857.283465,Crosslink Only,109.6374053,550.2427042,278.7401575,30560.34762,153374.738,0.199252811,5.018749784,1.0,115292,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,31.0,1255422.983,717856.6640000001,1257379.638,717372.255,94.26191935
1779,1779,1043120.67,614735.8202,1047688.772,614143.7117,1349,4207.677165,15.0,361418.2143,1098010.575,6982.283465,Slickwater Crosslink Hybrid,85.89494871,260.9540921,280.511811,24094.54762,73200.70498,0.329157317,3.038060981,1.0,110307,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,12.0,1045688.927,614269.5239,1047634.215,613814.4065,326.1548124
1783,1783,1087829.074,744384.1614,1080447.0890000002,745094.8842,1316,6557.086614,24.0,732050.0714,2016727.824,10068.89764,Crosslink Only,111.6425807,307.5646156,273.2119423,30502.08631,84030.326,0.362989027,2.75490421,1.5,106139,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,64.0,1083509.344,744976.9237,1080519.527,745623.6653,222.0449153
1792,1792,1050135.705,706393.3249,1045550.462,706968.9768,1213,3994.094488,27.0,458617.5,2467700.7630000003,7704.724409,Linear Only,114.8238985,617.8373522,147.92942549999998,16985.83333,91396.32455,0.185848101,5.380738334,1.0,100313,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,77.0,1047588.993,706889.4935,1045602.3,707298.0902,115.15517659999998
1796,1796,1099587.906,729861.8261,1100746.519,734427.9104,1316,3987.204724,12.0,238753.2857,1340557.934,10392.71654,Slickwater Linear Hybrid,59.87986628,336.21497420000003,332.2670604,19896.10714,111713.1611,0.1780999389999999,5.614825067999999,1.0,108293,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,40.0,1100688.6409999998,732486.3276,1101095.528,734332.4258,114.088351
1797,1797,1099593.642,729901.6139,1100786.132,734422.1935,1316,3669.291339,13.0,193766.3571,710860.7409999999,9703.740157,Crosslink Only,52.80756944,193.7324337,282.2531799,14905.1044,54681.59546,0.27257991,3.668648941,1.0,108293,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,37.0,1100732.1,732551.3334,1101121.017,734326.3384,30.71915952
1801,1801,1048370.266,615045.0409,1053146.189,614754.8542,1349,4557.086614,15.0,453988.6429,712863.1937,7052.165354000001,Crosslink Only,99.6225618,156.42959069999998,303.80577430000005,30265.90952,47524.21291,0.63685241,1.570222526,1.0,102819,Outer Well,Non-Batch Frac,Sibling Well,Primary Frac,18.0,1050992.213,614854.6307,1053110.015,614413.0903,385.7409327
1802,1802,1006693.256,628603.8102,1012087.014,627327.9103,1213,4407.480315,12.0,389211.5,1725757.35,8612.204724,Crosslink Only,88.30703082,391.5519134,367.2900262,32434.29167,143813.1125,0.2255308369999999,4.433983452,1.0,106569,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,15.0,1009578.708,627619.6254,1011980.751,626941.9853,118.9194628
1807,1807,1045930.981,710931.3322,1050643.425,710243.0604,1213,4161.417323,28.0,492651.2143,2537312.75,7744.094488,Undefined,118.3854384,609.7232152,148.6220472,17594.68622,90618.31249,0.19416259,5.150322736000001,1.0,101815,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,57.0,1048527.78,710358.6836,1050580.722,709906.5021,103.4686668
1808,1808,1000683.253,620538.3296,995807.9836,621452.1386,1213,4120.07874,14.0,447428.0714,1903373.354,7202.755906,Crosslink Only,108.596971,461.9749947,294.2913386,31959.14796,135955.2396,0.235071102,4.254032046,1.0,109263,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,20.0,997795.0683,621303.3934,995888.9679,621799.8861,202.6563806
1809,1809,1000732.0,622087.1641,995985.1859,622895.478,1213,4238.188976,14.0,450091.5714,1893703.936,7260.826771999999,Slickwater Crosslink Hybrid,106.1990331,446.8191358,302.727784,32149.39796,135264.5669,0.237677898,4.207374801,1.0,102241,Outer Well,Non-Batch Frac,Infill Child Well,Primary Frac,28.0,998041.3163,622737.8142,996056.9078,623231.9648,154.58177
1810,1810,1001710.491,624838.6822,996383.1416,625829.2567,1213,4343.503937,28.0,449141.0714,2043442.816,7345.472441,Undefined,103.405241,470.459529,155.1251406,16040.75255,72980.10058,0.219796252,4.549668125,1.0,114604,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,18.0,998781.603,625556.715,996466.5974,626211.049,245.9087682
1811,1811,1048016.083,614041.4378,1052951.2,613263.3425,1349,4533.464567,20.0,610152.0,1949571.48,7047.244094,Slickwater Crosslink Hybrid,134.58845680000002,430.0400834,226.67322830000003,30507.6,97478.57401,0.312967237,3.195222634,1.0,111327,Outer Well,Non-Batch Frac,Sibling Well,Primary Frac,9.0,1050627.335,613366.2935,1052881.864,612910.1052,423.4600655
1818,1818,1074339.105,762044.6914,1064506.302,763448.7346,1316,9153.543307,16.0,450999.7143,1400339.229,10213.58268,Crosslink Only,49.27050642,152.98329640000003,572.0964567000001,28187.48214,87521.20178999999,0.322064615,3.104966997,2.0,112911,Outer Well,Batch-Sequential Frac,Sibling Well,Primary Frac,61.0,1069207.882,763173.0691,1064634.248,764153.6947,202.2533646
1833,1833,1264190.75,678439.4667,1264016.861,672555.431,1343,4353.346457,20.0,160000.0,4130750.639,8189.96063,Slickwater Crosslink Hybrid,36.75333484,948.8678837,217.6673228,8000.0,206537.532,0.03873388,25.8171915,1.0,106184,Outer Well,Batch-Sequential Frac,Infill Child Well,Primary Frac,13.0,1263986.478,675085.3488,1263589.987,672586.7565,266.6123428
1835,1835,1237644.702,618060.6653,1238318.544,622535.8515,1018,3908.464567,14.0,151012.1429,1121022.173,7383.858268000001,Slickwater Linear Hybrid,38.63720401,286.8190703,279.1760405,10786.58163,80073.01239,0.134709327,7.423390942,1.0,107387,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,16.0,1238205.719,620588.9559,1238636.8,622472.0475,89.27382334
1853,1853,1266800.903,692547.0828,1267755.893,697855.8958,1213,4316.929134,15.0,486942.8571,2096858.777,8671.259843,Slickwater Crosslink Hybrid,112.7984366,485.7292561,287.7952756,32462.85714,139790.5851,0.232224918,4.30617011,1.0,113994,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,26.0,1267706.138,695539.9117,1268137.075,697770.8283,303.750047
1854,1854,1021143.209,686522.2362,1025715.785,685704.412,1213,3916.338583,14.0,453148.3571,1962334.625,8281.496062999999,Crosslink Only,115.7071452,501.0635786,279.7384702,32367.7398,140166.7589,0.230923081,4.330446297,1.0,110733,Standalone Well,Non-Batch Frac,Standalone Well,Primary Frac,42.0,1023803.102,685870.9507,1025640.166,685365.4556,149.3325061
